RETIRED_UOPS,PMC2,595599
RETIRED_FLOPS_DOUBLE_ALL,PMC3,55947
TABLE,Region NewtonPadrao_Gradiente_100,Group 1 Metric,FLOPS_DP,6
Metric,HWThread 3,
Runtime (RDTSC) [s],3.315514e-05,
Runtime unhalted [s],0.0004,
DP [MFLOP/s],1687.4307,
CPI,3.4791,
CPI (based on uops),2.6101,
IPC,0.2874,
STRUCT,Info,3
CPU name:,AMD FX(tm)-6300 Six-Core Processor             ,
CPU type:,AMD Interlagos processor,
CPU clock:,3.500200851 GHz,
TABLE,Region NewtonPadrao_Hessiana_100,Group 1 Raw,FLOPS_DP,4
Region Info,HWThread 3,
RDTSC Runtime [s],0.002454,
call count,51,
Event,Counter,HWThread 3
RETIRED_INSTRUCTIONS,PMC0,14610140
CPU_CLOCKS_UNHALTED,PMC1,10241020
RETIRED_UOPS,PMC2,15264600
RETIRED_FLOPS_DOUBLE_ALL,PMC3,35751
TABLE,Region NewtonPadrao_Hessiana_100,Group 1 Metric,FLOPS_DP,6
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0025,
Runtime unhalted [s],0.0029,
DP [MFLOP/s],14.5657,
CPI,0.7010,
CPI (based on uops),0.6709,
IPC,1.4266,
STRUCT,Info,3
CPU name:,AMD FX(tm)-6300 Six-Core Processor             ,
CPU type:,AMD Interlagos processor,
CPU clock:,3.500200851 GHz,
TABLE,Region NewtonPadrao_SL_100,Group 1 Raw,FLOPS_DP,4
Region Info,HWThread 3,
RDTSC Runtime [s],0.012796,
call count,51,
Event,Counter,HWThread 3
RETIRED_INSTRUCTIONS,PMC0,71098100
CPU_CLOCKS_UNHALTED,PMC1,47839840
RETIRED_UOPS,PMC2,72005530
RETIRED_FLOPS_DOUBLE_ALL,PMC3,34759460
TABLE,Region NewtonPadrao_SL_100,Group 1 Metric,FLOPS_DP,6
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0128,
Runtime unhalted [s],0.0137,
DP [MFLOP/s],2716.4211,
CPI,0.6729,
CPI (based on uops),0.6644,
IPC,1.4862,
STRUCT,Info,3
CPU name:,AMD FX(tm)-6300 Six-Core Processor             ,
CPU type:,AMD Interlagos processor,
CPU clock:,3.500200851 GHz,
TABLE,Region NewtonInexato_100,Group 1 Raw,FLOPS_DP,4
Region Info,HWThread 3,
RDTSC Runtime [s],0.056051,
call count,1,
Event,Counter,HWThread 3
RETIRED_INSTRUCTIONS,PMC0,147309900
CPU_CLOCKS_UNHALTED,PMC1,117080400
RETIRED_UOPS,PMC2,149162700
RETIRED_FLOPS_DOUBLE_ALL,PMC3,31787510
TABLE,Region NewtonInexato_100,Group 1 Metric,FLOPS_DP,6
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0561,
Runtime unhalted [s],0.0334,
DP [MFLOP/s],567.1216,
CPI,0.7948,
CPI (based on uops),0.7849,
IPC,1.2582,
STRUCT,Info,3
CPU name:,AMD FX(tm)-6300 Six-Core Processor             ,
CPU type:,AMD Interlagos processor,
CPU clock:,3.500200851 GHz,
TABLE,Region NewtonInexato_Gradiente_100,Group 1 Raw,FLOPS_DP,4
Region Info,HWThread 3,
RDTSC Runtime [s],0.000036,
call count,51,
Event,Counter,HWThread 3
RETIRED_INSTRUCTIONS,PMC0,447226
CPU_CLOCKS_UNHALTED,PMC1,1695751
RETIRED_UOPS,PMC2,595995
RETIRED_FLOPS_DOUBLE_ALL,PMC3,55947
TABLE,Region NewtonInexato_Gradiente_100,Group 1 Metric,FLOPS_DP,6
Metric,HWThread 3,
Runtime (RDTSC) [s],3.554812e-05,
Runtime unhalted [s],0.0005,
DP [MFLOP/s],1573.8385,
CPI,3.7917,
CPI (based on uops),2.8452,
IPC,0.2637,
STRUCT,Info,3
CPU name:,AMD FX(tm)-6300 Six-Core Processor             ,
CPU type:,AMD Interlagos processor,
CPU clock:,3.500200851 GHz,
TABLE,Region NewtonInexato_Hessiana_100,Group 1 Raw,FLOPS_DP,4
Region Info,HWThread 3,
RDTSC Runtime [s],0.002506,
call count,51,
Event,Counter,HWThread 3
RETIRED_INSTRUCTIONS,PMC0,14611150
CPU_CLOCKS_UNHALTED,PMC1,10502470
RETIRED_UOPS,PMC2,15265360
RETIRED_FLOPS_DOUBLE_ALL,PMC3,35751
TABLE,Region NewtonInexato_Hessiana_100,Group 1 Metric,FLOPS_DP,6
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0025,
Runtime unhalted [s],0.0030,
DP [MFLOP/s],14.2679,
CPI,0.7188,
CPI (based on uops),0.6880,
IPC,1.3912,
STRUCT,Info,3
CPU name:,AMD FX(tm)-6300 Six-Core Processor             ,
CPU type:,AMD Interlagos processor,
CPU clock:,3.500200851 GHz,
TABLE,Region NewtonInexato_SL_100,Group 1 Raw,FLOPS_DP,4
Region Info,HWThread 3,
RDTSC Runtime [s],0.027030,
call count,51,
Event,Counter,HWThread 3
RETIRED_INSTRUCTIONS,PMC0,131336000
CPU_CLOCKS_UNHALTED,PMC1,99962160
RETIRED_UOPS,PMC2,131966400
RETIRED_FLOPS_DOUBLE_ALL,PMC3,31648060
TABLE,Region NewtonInexato_SL_100,Group 1 Metric,FLOPS_DP,6
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0270,
Runtime unhalted [s],0.0286,
DP [MFLOP/s],1170.8564,
CPI,0.7611,
CPI (based on uops),0.7575,
IPC,1.3139,
